"Gene","Neratinib","Vorinostat","Bortezomib","Number.of.drugs"
"MAP2K1",TRUE,FALSE,FALSE,1
"MAP2K2",TRUE,FALSE,FALSE,1
"MAP2K3",TRUE,FALSE,FALSE,1
"MAP2K4",TRUE,FALSE,FALSE,1
"MAP2K7",TRUE,FALSE,FALSE,1
"MAP3K13",TRUE,FALSE,FALSE,1
"MAP3K9",TRUE,FALSE,FALSE,1
"MAP4",TRUE,FALSE,FALSE,1
"MAP4K3",TRUE,FALSE,FALSE,1
"MAP4K4",TRUE,FALSE,FALSE,1
"MAP4K5",TRUE,FALSE,FALSE,1
"MAP6D1",TRUE,FALSE,FALSE,1
"MAP7",TRUE,FALSE,FALSE,1
"MAP7D1",TRUE,FALSE,FALSE,1
"MAPK1",TRUE,FALSE,FALSE,1
"MAPK13",TRUE,FALSE,FALSE,1
"MAPK1IP1L",TRUE,FALSE,FALSE,1
"MAPK6",TRUE,FALSE,FALSE,1
"MAPK7",TRUE,FALSE,FALSE,1
"MAPK8",TRUE,FALSE,FALSE,1
"MAPK8IP2",TRUE,FALSE,FALSE,1
"MAPKAP1",TRUE,FALSE,FALSE,1
"MAPKAPK2",TRUE,FALSE,FALSE,1
"MAPKAPK5",TRUE,FALSE,FALSE,1
"MAPKAPK5-AS1",TRUE,FALSE,FALSE,1
"MAPRE1",TRUE,FALSE,FALSE,1
"MAPRE3",TRUE,FALSE,FALSE,1
"MAPT",TRUE,FALSE,FALSE,1
"MARCH5",TRUE,FALSE,FALSE,1
"MARCH6",TRUE,FALSE,FALSE,1
"MARCH7",TRUE,FALSE,FALSE,1
"MARCKS",TRUE,FALSE,FALSE,1
"MARCO",TRUE,FALSE,FALSE,1
"MARK2",TRUE,FALSE,FALSE,1
"MARK3",TRUE,FALSE,FALSE,1
"MARS",TRUE,FALSE,FALSE,1
"MARVELD2",TRUE,FALSE,FALSE,1
"MARVELD3",TRUE,FALSE,FALSE,1
"MAST2",TRUE,FALSE,FALSE,1
"MATN4",TRUE,FALSE,FALSE,1
"MAX",TRUE,FALSE,FALSE,1
"MB21D2",TRUE,FALSE,FALSE,1
"MBD1",TRUE,FALSE,FALSE,1
"MBD2",TRUE,FALSE,FALSE,1
"MBIP",TRUE,FALSE,FALSE,1
"MBOAT2",TRUE,FALSE,FALSE,1
"MBOAT7",TRUE,FALSE,FALSE,1
"MCAT",TRUE,FALSE,FALSE,1
"MCEE",TRUE,FALSE,FALSE,1
"MCF2L-AS1",TRUE,FALSE,FALSE,1
"MCFD2",TRUE,FALSE,FALSE,1
"MCM3",TRUE,FALSE,FALSE,1
"MCM4",TRUE,FALSE,FALSE,1
"MCM7",TRUE,FALSE,FALSE,1
"MCMBP",TRUE,FALSE,FALSE,1
"MCPH1",TRUE,FALSE,FALSE,1
"MCTS1",TRUE,FALSE,FALSE,1
"MCUR1",TRUE,FALSE,FALSE,1
"MDFI",TRUE,FALSE,FALSE,1
"MDH1",TRUE,FALSE,FALSE,1
"MDH2",TRUE,FALSE,FALSE,1
"MDK",TRUE,FALSE,FALSE,1
"MDM2",TRUE,FALSE,FALSE,1
"MDM4",TRUE,FALSE,FALSE,1
"ME1",TRUE,FALSE,FALSE,1
"MEA1",TRUE,FALSE,FALSE,1
"MEAF6",TRUE,FALSE,FALSE,1
"MECR",TRUE,FALSE,FALSE,1
"MED1",TRUE,FALSE,FALSE,1
"MED10",TRUE,FALSE,FALSE,1
"MED11",TRUE,FALSE,FALSE,1
"MED13",TRUE,FALSE,FALSE,1
"MED15",TRUE,FALSE,FALSE,1
"MED16",TRUE,FALSE,FALSE,1
"MED17",TRUE,FALSE,FALSE,1
"MED18",TRUE,FALSE,FALSE,1
"MED19",TRUE,FALSE,FALSE,1
"MED21",TRUE,FALSE,FALSE,1
"MED22",TRUE,FALSE,FALSE,1
"MED26",TRUE,FALSE,FALSE,1
"MED27",TRUE,FALSE,FALSE,1
"MED28",TRUE,FALSE,FALSE,1
"MED31",TRUE,FALSE,FALSE,1
"MED4",TRUE,FALSE,FALSE,1
"MED6",TRUE,FALSE,FALSE,1
"MED7",TRUE,FALSE,FALSE,1
"MED9",TRUE,FALSE,FALSE,1
"MEIOB",TRUE,FALSE,FALSE,1
"MEIS2",TRUE,FALSE,FALSE,1
"MEN1",TRUE,FALSE,FALSE,1
"MESDC1",TRUE,FALSE,FALSE,1
"MESDC2",TRUE,FALSE,FALSE,1
"MESP1",TRUE,FALSE,FALSE,1
"MEST",TRUE,FALSE,FALSE,1
"MET",TRUE,FALSE,FALSE,1
"METAP1",TRUE,FALSE,FALSE,1
"METAP2",TRUE,FALSE,FALSE,1
"METRN",TRUE,FALSE,FALSE,1
"METTL1",TRUE,FALSE,FALSE,1
"METTL10",TRUE,FALSE,FALSE,1
"METTL13",TRUE,FALSE,FALSE,1
"METTL16",TRUE,FALSE,FALSE,1
"METTL18",TRUE,FALSE,FALSE,1
"METTL22",TRUE,FALSE,FALSE,1
"METTL23",TRUE,FALSE,FALSE,1
"METTL2A",TRUE,FALSE,FALSE,1
"METTL2B",TRUE,FALSE,FALSE,1
"METTL3",TRUE,FALSE,FALSE,1
"METTL5",TRUE,FALSE,FALSE,1
"MEX3D",TRUE,FALSE,FALSE,1
"MFAP1",TRUE,FALSE,FALSE,1
"MFI2",TRUE,FALSE,FALSE,1
"MFN1",TRUE,FALSE,FALSE,1
"MFN2",TRUE,FALSE,FALSE,1
"MFSD12",TRUE,FALSE,FALSE,1
"MFSD14B",TRUE,FALSE,FALSE,1
"MFSD2A",TRUE,FALSE,FALSE,1
"MFSD2B",TRUE,FALSE,FALSE,1
"MGA",TRUE,FALSE,FALSE,1
"MGAT1",TRUE,FALSE,FALSE,1
"MGAT2",TRUE,FALSE,FALSE,1
"MGEA5",TRUE,FALSE,FALSE,1
"MGLL",TRUE,FALSE,FALSE,1
"MGME1",TRUE,FALSE,FALSE,1
"MGST1",TRUE,FALSE,FALSE,1
"MIA",TRUE,FALSE,FALSE,1
"MICA",TRUE,FALSE,FALSE,1
"MICALL1",TRUE,FALSE,FALSE,1
"MICU1",TRUE,FALSE,FALSE,1
"MIDN",TRUE,FALSE,FALSE,1
"MIEF1",TRUE,FALSE,FALSE,1
"MIEF2",TRUE,FALSE,FALSE,1
"MIEN1",TRUE,FALSE,FALSE,1
"MIER1",TRUE,FALSE,FALSE,1
"MIER2",TRUE,FALSE,FALSE,1
"MINA",TRUE,FALSE,FALSE,1
"MINCR",TRUE,FALSE,FALSE,1
"MINOS1",TRUE,FALSE,FALSE,1
"MIOS",TRUE,FALSE,FALSE,1
"MIPOL1",TRUE,FALSE,FALSE,1
"MIR193BHG",TRUE,FALSE,FALSE,1
"MIR210HG",TRUE,FALSE,FALSE,1
"MIR222HG",TRUE,FALSE,FALSE,1
"MIR22HG",TRUE,FALSE,FALSE,1
"MIR4458HG",TRUE,FALSE,FALSE,1
"MIRLET7BHG",TRUE,FALSE,FALSE,1
"MIS12",TRUE,FALSE,FALSE,1
"MIS18A",TRUE,FALSE,FALSE,1
"MISP",TRUE,FALSE,FALSE,1
"MITD1",TRUE,FALSE,FALSE,1
"MITF",TRUE,FALSE,FALSE,1
"MKKS",TRUE,FALSE,FALSE,1
"MKNK2",TRUE,FALSE,FALSE,1
"MKRN1",TRUE,FALSE,FALSE,1
"MKRN2",TRUE,FALSE,FALSE,1
"MLEC",TRUE,FALSE,FALSE,1
"MLF1",TRUE,FALSE,FALSE,1
"MLF2",TRUE,FALSE,FALSE,1
"MLH3",TRUE,FALSE,FALSE,1
"MLLT1",TRUE,FALSE,FALSE,1
"MLLT4",TRUE,FALSE,FALSE,1
"MLLT4-AS1",TRUE,FALSE,FALSE,1
"MLPH",TRUE,FALSE,FALSE,1
"MLX",TRUE,FALSE,FALSE,1
"MLXIP",TRUE,FALSE,FALSE,1
"MLYCD",TRUE,FALSE,FALSE,1
"MMADHC",TRUE,FALSE,FALSE,1
"MMD",TRUE,FALSE,FALSE,1
"MMP24-AS1",TRUE,FALSE,FALSE,1
"MMP3",TRUE,FALSE,FALSE,1
"MMP7",TRUE,FALSE,FALSE,1
"MNAT1",TRUE,FALSE,FALSE,1
"MOAP1",TRUE,FALSE,FALSE,1
"MOB2",TRUE,FALSE,FALSE,1
"MOB4",TRUE,FALSE,FALSE,1
"MOCOS",TRUE,FALSE,FALSE,1
"MOCS3",TRUE,FALSE,FALSE,1
"MOGS",TRUE,FALSE,FALSE,1
"MOK",TRUE,FALSE,FALSE,1
"MON1A",TRUE,FALSE,FALSE,1
"MORC2",TRUE,FALSE,FALSE,1
"MORC2-AS1",TRUE,FALSE,FALSE,1
"MORC4",TRUE,FALSE,FALSE,1
"MORN2",TRUE,FALSE,FALSE,1
"MOSPD1",TRUE,FALSE,FALSE,1
"MPC1",TRUE,FALSE,FALSE,1
"MPC2",TRUE,FALSE,FALSE,1
"MPDU1",TRUE,FALSE,FALSE,1
"MPHOSPH10",TRUE,FALSE,FALSE,1
"MPHOSPH6",TRUE,FALSE,FALSE,1
"MPHOSPH8",TRUE,FALSE,FALSE,1
"MPLKIP",TRUE,FALSE,FALSE,1
"MPP3",TRUE,FALSE,FALSE,1
"MPP5",TRUE,FALSE,FALSE,1
"MPP6",TRUE,FALSE,FALSE,1
"MPRIP-AS1",TRUE,FALSE,FALSE,1
"MPV17L2",TRUE,FALSE,FALSE,1
"MPZL1",TRUE,FALSE,FALSE,1
"MPZL2",TRUE,FALSE,FALSE,1
"MRAS",TRUE,FALSE,FALSE,1
"MREG",TRUE,FALSE,FALSE,1
"MRFAP1",TRUE,FALSE,FALSE,1
"MRGBP",TRUE,FALSE,FALSE,1
"MROH1",TRUE,FALSE,FALSE,1
"MRPL1",TRUE,FALSE,FALSE,1
"MRPL10",TRUE,FALSE,FALSE,1
"MRPL11",TRUE,FALSE,FALSE,1
"MRPL12",TRUE,FALSE,FALSE,1
"MRPL13",TRUE,FALSE,FALSE,1
"MRPL14",TRUE,FALSE,FALSE,1
"MRPL15",TRUE,FALSE,FALSE,1
"MRPL17",TRUE,FALSE,FALSE,1
"MRPL19",TRUE,FALSE,FALSE,1
"MRPL2",TRUE,FALSE,FALSE,1
"MRPL20",TRUE,FALSE,FALSE,1
"MRPL21",TRUE,FALSE,FALSE,1
"MRPL22",TRUE,FALSE,FALSE,1
"MRPL23",TRUE,FALSE,FALSE,1
"MRPL24",TRUE,FALSE,FALSE,1
"MRPL27",TRUE,FALSE,FALSE,1
"MRPL28",TRUE,FALSE,FALSE,1
"MRPL3",TRUE,FALSE,FALSE,1
"MRPL30",TRUE,FALSE,FALSE,1
"MRPL32",TRUE,FALSE,FALSE,1
"MRPL33",TRUE,FALSE,FALSE,1
"MRPL35",TRUE,FALSE,FALSE,1
"MRPL36",TRUE,FALSE,FALSE,1
"MRPL37",TRUE,FALSE,FALSE,1
"MRPL39",TRUE,FALSE,FALSE,1
"MRPL4",TRUE,FALSE,FALSE,1
"MRPL40",TRUE,FALSE,FALSE,1
"MRPL41",TRUE,FALSE,FALSE,1
"MRPL42",TRUE,FALSE,FALSE,1
"MRPL43",TRUE,FALSE,FALSE,1
"MRPL44",TRUE,FALSE,FALSE,1
"MRPL45",TRUE,FALSE,FALSE,1
"MRPL46",TRUE,FALSE,FALSE,1
"MRPL47",TRUE,FALSE,FALSE,1
"MRPL48",TRUE,FALSE,FALSE,1
"MRPL49",TRUE,FALSE,FALSE,1
"MRPL50",TRUE,FALSE,FALSE,1
"MRPL51",TRUE,FALSE,FALSE,1
"MRPL52",TRUE,FALSE,FALSE,1
"MRPL53",TRUE,FALSE,FALSE,1
"MRPL54",TRUE,FALSE,FALSE,1
"MRPL55",TRUE,FALSE,FALSE,1
"MRPL57",TRUE,FALSE,FALSE,1
"MRPL9",TRUE,FALSE,FALSE,1
"MRPS10",TRUE,FALSE,FALSE,1
"MRPS11",TRUE,FALSE,FALSE,1
"MRPS12",TRUE,FALSE,FALSE,1
"MRPS14",TRUE,FALSE,FALSE,1
"MRPS15",TRUE,FALSE,FALSE,1
"MRPS16",TRUE,FALSE,FALSE,1
"MRPS17",TRUE,FALSE,FALSE,1
"MRPS18A",TRUE,FALSE,FALSE,1
"MRPS18B",TRUE,FALSE,FALSE,1
"MRPS18C",TRUE,FALSE,FALSE,1
"MRPS2",TRUE,FALSE,FALSE,1
"MRPS21",TRUE,FALSE,FALSE,1
"MRPS22",TRUE,FALSE,FALSE,1
"MRPS23",TRUE,FALSE,FALSE,1
"MRPS26",TRUE,FALSE,FALSE,1
"MRPS27",TRUE,FALSE,FALSE,1
"MRPS28",TRUE,FALSE,FALSE,1
"MRPS30",TRUE,FALSE,FALSE,1
"MRPS31",TRUE,FALSE,FALSE,1
"MRPS33",TRUE,FALSE,FALSE,1
"MRPS34",TRUE,FALSE,FALSE,1
"MRPS35",TRUE,FALSE,FALSE,1
"MRPS36",TRUE,FALSE,FALSE,1
"MRPS5",TRUE,FALSE,FALSE,1
"MRPS7",TRUE,FALSE,FALSE,1
"MRPS9",TRUE,FALSE,FALSE,1
"MRRF",TRUE,FALSE,FALSE,1
"MRS2",TRUE,FALSE,FALSE,1
"MRTO4",TRUE,FALSE,FALSE,1
"MSANTD2",TRUE,FALSE,FALSE,1
"MSANTD3",TRUE,FALSE,FALSE,1
"MSH6",TRUE,FALSE,FALSE,1
"MSL1",TRUE,FALSE,FALSE,1
"MSMO1",TRUE,FALSE,FALSE,1
"MSRB1",TRUE,FALSE,FALSE,1
"MSRB2",TRUE,FALSE,FALSE,1
"MSTO1",TRUE,FALSE,FALSE,1
"MSX2",TRUE,FALSE,FALSE,1
"MT-ND2",TRUE,FALSE,FALSE,1
"MT1E",TRUE,FALSE,FALSE,1
"MT1G",TRUE,FALSE,FALSE,1
"MT1X",TRUE,FALSE,FALSE,1
"MT2A",TRUE,FALSE,FALSE,1
"MTA1",TRUE,FALSE,FALSE,1
"MTA3",TRUE,FALSE,FALSE,1
"MTAP",TRUE,FALSE,FALSE,1
"MTCH2",TRUE,FALSE,FALSE,1
"MTCL1",TRUE,FALSE,FALSE,1
"MTERF1",TRUE,FALSE,FALSE,1
"MTERF3",TRUE,FALSE,FALSE,1
"MTF1",TRUE,FALSE,FALSE,1
"MTF2",TRUE,FALSE,FALSE,1
"MTFR1",TRUE,FALSE,FALSE,1
"MTFR1L",TRUE,FALSE,FALSE,1
"MTG2",TRUE,FALSE,FALSE,1
"MTHFD1L",TRUE,FALSE,FALSE,1
"MTHFD2",TRUE,FALSE,FALSE,1
"MTHFD2L",TRUE,FALSE,FALSE,1
"MTIF2",TRUE,FALSE,FALSE,1
"MTIF3",TRUE,FALSE,FALSE,1
"MTMR11",TRUE,FALSE,FALSE,1
"MTMR14",TRUE,FALSE,FALSE,1
"MTMR2",TRUE,FALSE,FALSE,1
"MTMR9",TRUE,FALSE,FALSE,1
"MTO1",TRUE,FALSE,FALSE,1
"MTPAP",TRUE,FALSE,FALSE,1
"MTPN",TRUE,FALSE,FALSE,1
"MTRF1L",TRUE,FALSE,FALSE,1
"MTURN",TRUE,FALSE,FALSE,1
"MTUS1",TRUE,FALSE,FALSE,1
"MTUS2-AS1",TRUE,FALSE,FALSE,1
"MTX1",TRUE,FALSE,FALSE,1
"MTX2",TRUE,FALSE,FALSE,1
"MUC1",TRUE,FALSE,FALSE,1
"MUC20",TRUE,FALSE,FALSE,1
"MUCL1",TRUE,FALSE,FALSE,1
"MUL1",TRUE,FALSE,FALSE,1
"MUT",TRUE,FALSE,FALSE,1
"MVP",TRUE,FALSE,FALSE,1
"MXD1",TRUE,FALSE,FALSE,1
"MXI1",TRUE,FALSE,FALSE,1
"MYBBP1A",TRUE,FALSE,FALSE,1
"MYC",TRUE,FALSE,FALSE,1
"MYCBP",TRUE,FALSE,FALSE,1
"MYCL",TRUE,FALSE,FALSE,1
"MYEF2",TRUE,FALSE,FALSE,1
"MYEOV2",TRUE,FALSE,FALSE,1
"MYH14",TRUE,FALSE,FALSE,1
"MYH3",TRUE,FALSE,FALSE,1
"MYNN",TRUE,FALSE,FALSE,1
"MYO10",TRUE,FALSE,FALSE,1
"MYO19",TRUE,FALSE,FALSE,1
"MYO1C",TRUE,FALSE,FALSE,1
"MYO5B",TRUE,FALSE,FALSE,1
"MYO5C",TRUE,FALSE,FALSE,1
"MYO6",TRUE,FALSE,FALSE,1
"MYOF",TRUE,FALSE,FALSE,1
"MYSM1",TRUE,FALSE,FALSE,1
"MZT1",TRUE,FALSE,FALSE,1
"MZT2A",TRUE,FALSE,FALSE,1
"MZT2B",TRUE,FALSE,FALSE,1
"N6AMT2",TRUE,FALSE,FALSE,1
"NAA10",TRUE,FALSE,FALSE,1
"NAA15",TRUE,FALSE,FALSE,1
"NAA20",TRUE,FALSE,FALSE,1
"NAA25",TRUE,FALSE,FALSE,1
"NAA35",TRUE,FALSE,FALSE,1
"NAA38",TRUE,FALSE,FALSE,1
"NAA50",TRUE,FALSE,FALSE,1
"NAA60",TRUE,FALSE,FALSE,1
"NABP1",TRUE,FALSE,FALSE,1
"NABP2",TRUE,FALSE,FALSE,1
"NACA",TRUE,FALSE,FALSE,1
"NACA2",TRUE,FALSE,FALSE,1
"NACC1",TRUE,FALSE,FALSE,1
"NACC2",TRUE,FALSE,FALSE,1
"NADK",TRUE,FALSE,FALSE,1
"NADK2",TRUE,FALSE,FALSE,1
"NAE1",TRUE,FALSE,FALSE,1
"NAGK",TRUE,FALSE,FALSE,1
"NAGS",TRUE,FALSE,FALSE,1
"NAIF1",TRUE,FALSE,FALSE,1
"NAMPT",TRUE,FALSE,FALSE,1
"NANP",TRUE,FALSE,FALSE,1
"NANS",TRUE,FALSE,FALSE,1
"NAP1L4",TRUE,FALSE,FALSE,1
"NAPA",TRUE,FALSE,FALSE,1
"NAPG",TRUE,FALSE,FALSE,1
"NARS",TRUE,FALSE,FALSE,1
"NAT1",TRUE,FALSE,FALSE,1
"NAT10",TRUE,FALSE,FALSE,1
"NAT9",TRUE,FALSE,FALSE,1
"NAV2",TRUE,FALSE,FALSE,1
"NAV3",TRUE,FALSE,FALSE,1
"NBEAL1",TRUE,FALSE,FALSE,1
"NBL1",TRUE,FALSE,FALSE,1
"NBPF14",TRUE,FALSE,FALSE,1
"NBPF20",TRUE,FALSE,FALSE,1
"NBR1",TRUE,FALSE,FALSE,1
"NCAPH2",TRUE,FALSE,FALSE,1
"NCBP2",TRUE,FALSE,FALSE,1
"NCBP2-AS2",TRUE,FALSE,FALSE,1
"NCKAP1",TRUE,FALSE,FALSE,1
"NCL",TRUE,FALSE,FALSE,1
"NCLN",TRUE,FALSE,FALSE,1
"NCOA4",TRUE,FALSE,FALSE,1
"NCOA6",TRUE,FALSE,FALSE,1
"NCOR1",TRUE,FALSE,FALSE,1
"NCR3LG1",TRUE,FALSE,FALSE,1
"NCS1",TRUE,FALSE,FALSE,1
"NCSTN",TRUE,FALSE,FALSE,1
"NDC1",TRUE,FALSE,FALSE,1
"NDEL1",TRUE,FALSE,FALSE,1
"NDFIP1",TRUE,FALSE,FALSE,1
"NDFIP2",TRUE,FALSE,FALSE,1
"NDRG1",TRUE,FALSE,FALSE,1
"NDRG2",TRUE,FALSE,FALSE,1
"NDUFA1",TRUE,FALSE,FALSE,1
"NDUFA10",TRUE,FALSE,FALSE,1
"NDUFA11",TRUE,FALSE,FALSE,1
"NDUFA12",TRUE,FALSE,FALSE,1
"NDUFA13",TRUE,FALSE,FALSE,1
"NDUFA2",TRUE,FALSE,FALSE,1
"NDUFA3",TRUE,FALSE,FALSE,1
"NDUFA4",TRUE,FALSE,FALSE,1
"NDUFA5",TRUE,FALSE,FALSE,1
"NDUFA7",TRUE,FALSE,FALSE,1
"NDUFA8",TRUE,FALSE,FALSE,1
"NDUFA9",TRUE,FALSE,FALSE,1
"NDUFAF1",TRUE,FALSE,FALSE,1
"NDUFAF2",TRUE,FALSE,FALSE,1
"NDUFAF3",TRUE,FALSE,FALSE,1
"NDUFAF4",TRUE,FALSE,FALSE,1
"NDUFAF5",TRUE,FALSE,FALSE,1
"NDUFAF7",TRUE,FALSE,FALSE,1
"NDUFB1",TRUE,FALSE,FALSE,1
"NDUFB11",TRUE,FALSE,FALSE,1
"NDUFB3",TRUE,FALSE,FALSE,1
"NDUFB4",TRUE,FALSE,FALSE,1
"NDUFB6",TRUE,FALSE,FALSE,1
"NDUFB8",TRUE,FALSE,FALSE,1
"NDUFB9",TRUE,FALSE,FALSE,1
"NDUFC1",TRUE,FALSE,FALSE,1
"NDUFC2",TRUE,FALSE,FALSE,1
"NDUFS1",TRUE,FALSE,FALSE,1
"NDUFS2",TRUE,FALSE,FALSE,1
"NDUFS3",TRUE,FALSE,FALSE,1
"NDUFS4",TRUE,FALSE,FALSE,1
"NDUFS5",TRUE,FALSE,FALSE,1
"NDUFV3",TRUE,FALSE,FALSE,1
"NEAT1",TRUE,FALSE,FALSE,1
"NEBL",TRUE,FALSE,FALSE,1
"NECAP1",TRUE,FALSE,FALSE,1
"NECAP2",TRUE,FALSE,FALSE,1
"NEDD4L",TRUE,FALSE,FALSE,1
"NEIL2",TRUE,FALSE,FALSE,1
"NEK11",TRUE,FALSE,FALSE,1
"NEK5",TRUE,FALSE,FALSE,1
"NEK8",TRUE,FALSE,FALSE,1
"NELFA",TRUE,FALSE,FALSE,1
"NELFB",TRUE,FALSE,FALSE,1
"NELFCD",TRUE,FALSE,FALSE,1
"NELFE",TRUE,FALSE,FALSE,1
"NEMF",TRUE,FALSE,FALSE,1
"NENF",TRUE,FALSE,FALSE,1
"NETO2",TRUE,FALSE,FALSE,1
"NEURL3",TRUE,FALSE,FALSE,1
"NEXN",TRUE,FALSE,FALSE,1
"NF2",TRUE,FALSE,FALSE,1
"NFATC2IP",TRUE,FALSE,FALSE,1
"NFATC3",TRUE,FALSE,FALSE,1
"NFE2L1",TRUE,FALSE,FALSE,1
"NFE2L2",TRUE,FALSE,FALSE,1
"NFIB",TRUE,FALSE,FALSE,1
"NFIC",TRUE,FALSE,FALSE,1
"NFIL3",TRUE,FALSE,FALSE,1
"NFIX",TRUE,FALSE,FALSE,1
"NFKBIB",TRUE,FALSE,FALSE,1
"NFKBIE",TRUE,FALSE,FALSE,1
"NFKBIL1",TRUE,FALSE,FALSE,1
"NFRKB",TRUE,FALSE,FALSE,1
"NFU1",TRUE,FALSE,FALSE,1
"NFX1",TRUE,FALSE,FALSE,1
"NFXL1",TRUE,FALSE,FALSE,1
"NFYA",TRUE,FALSE,FALSE,1
"NFYB",TRUE,FALSE,FALSE,1
"NFYC",TRUE,FALSE,FALSE,1
"NGDN",TRUE,FALSE,FALSE,1
"NGLY1",TRUE,FALSE,FALSE,1
"NHP2",TRUE,FALSE,FALSE,1
"NIF3L1",TRUE,FALSE,FALSE,1
"NIFK",TRUE,FALSE,FALSE,1
"NIP7",TRUE,FALSE,FALSE,1
"NIPA2",TRUE,FALSE,FALSE,1
"NIPAL1",TRUE,FALSE,FALSE,1
"NIPBL",TRUE,FALSE,FALSE,1
"NIT1",TRUE,FALSE,FALSE,1
"NKAP",TRUE,FALSE,FALSE,1
"NKAPL",TRUE,FALSE,FALSE,1
"NKD2",TRUE,FALSE,FALSE,1
"NKIRAS1",TRUE,FALSE,FALSE,1
"NKIRAS2",TRUE,FALSE,FALSE,1
"NKX2-8",TRUE,FALSE,FALSE,1
"NKX3-1",TRUE,FALSE,FALSE,1
"NLE1",TRUE,FALSE,FALSE,1
"NLN",TRUE,FALSE,FALSE,1
"NMD3",TRUE,FALSE,FALSE,1
"NME1",TRUE,FALSE,FALSE,1
"NME6",TRUE,FALSE,FALSE,1
"NME7",TRUE,FALSE,FALSE,1
"NMNAT1",TRUE,FALSE,FALSE,1
"NMRAL1",TRUE,FALSE,FALSE,1
"NMT1",TRUE,FALSE,FALSE,1
"NOB1",TRUE,FALSE,FALSE,1
"NOC2L",TRUE,FALSE,FALSE,1
"NOC3L",TRUE,FALSE,FALSE,1
"NOC4L",TRUE,FALSE,FALSE,1
"NOL10",TRUE,FALSE,FALSE,1
"NOL11",TRUE,FALSE,FALSE,1
"NOL12",TRUE,FALSE,FALSE,1
"NOL3",TRUE,FALSE,FALSE,1
"NOL6",TRUE,FALSE,FALSE,1
"NOL7",TRUE,FALSE,FALSE,1
"NOL8",TRUE,FALSE,FALSE,1
"NOL9",TRUE,FALSE,FALSE,1
"NOLC1",TRUE,FALSE,FALSE,1
"NOM1",TRUE,FALSE,FALSE,1
"NOMO3",TRUE,FALSE,FALSE,1
"NONO",TRUE,FALSE,FALSE,1
"NOP10",TRUE,FALSE,FALSE,1
"NOP14",TRUE,FALSE,FALSE,1
"NOP16",TRUE,FALSE,FALSE,1
"NOP2",TRUE,FALSE,FALSE,1
"NOP56",TRUE,FALSE,FALSE,1
"NOP58",TRUE,FALSE,FALSE,1
"NOP9",TRUE,FALSE,FALSE,1
"NOS1AP",TRUE,FALSE,FALSE,1
"NOSIP",TRUE,FALSE,FALSE,1
"NOTCH2",TRUE,FALSE,FALSE,1
"NOVA1",TRUE,FALSE,FALSE,1
"NPAS2",TRUE,FALSE,FALSE,1
"NPC1L1",TRUE,FALSE,FALSE,1
"NPC2",TRUE,FALSE,FALSE,1
"NPEPPS",TRUE,FALSE,FALSE,1
"NPHP1",TRUE,FALSE,FALSE,1
"NPLOC4",TRUE,FALSE,FALSE,1
"NPM1",TRUE,FALSE,FALSE,1
"NPM3",TRUE,FALSE,FALSE,1
"NPR2",TRUE,FALSE,FALSE,1
"NPR3",TRUE,FALSE,FALSE,1
"NPY1R",TRUE,FALSE,FALSE,1
"NQO1",TRUE,FALSE,FALSE,1
"NR1D1",TRUE,FALSE,FALSE,1
"NR1D2",TRUE,FALSE,FALSE,1
"NR1H2",TRUE,FALSE,FALSE,1
"NR2C2",TRUE,FALSE,FALSE,1
"NR2C2AP",TRUE,FALSE,FALSE,1
"NR2F2",TRUE,FALSE,FALSE,1
"NR2F6",TRUE,FALSE,FALSE,1
"NR6A1",TRUE,FALSE,FALSE,1
"NRAS",TRUE,FALSE,FALSE,1
"NRAV",TRUE,FALSE,FALSE,1
"NRBF2",TRUE,FALSE,FALSE,1
"NRBP1",TRUE,FALSE,FALSE,1
"NRDE2",TRUE,FALSE,FALSE,1
"NRIP1",TRUE,FALSE,FALSE,1
"NRIP3",TRUE,FALSE,FALSE,1
"NSA2",TRUE,FALSE,FALSE,1
"NSDHL",TRUE,FALSE,FALSE,1
"NSFL1C",TRUE,FALSE,FALSE,1
"NSMCE1",TRUE,FALSE,FALSE,1
"NSMCE2",TRUE,FALSE,FALSE,1
"NSMCE3",TRUE,FALSE,FALSE,1
"NSMF",TRUE,FALSE,FALSE,1
"NSRP1",TRUE,FALSE,FALSE,1
"NSUN2",TRUE,FALSE,FALSE,1
"NSUN5",TRUE,FALSE,FALSE,1
"NT5C2",TRUE,FALSE,FALSE,1
"NT5C3B",TRUE,FALSE,FALSE,1
"NT5DC2",TRUE,FALSE,FALSE,1
"NT5DC3",TRUE,FALSE,FALSE,1
"NTMT1",TRUE,FALSE,FALSE,1
"NTN4",TRUE,FALSE,FALSE,1
"NUB1",TRUE,FALSE,FALSE,1
"NUBP1",TRUE,FALSE,FALSE,1
"NUBP2",TRUE,FALSE,FALSE,1
"NUCB2",TRUE,FALSE,FALSE,1
"NUCKS1",TRUE,FALSE,FALSE,1
"NUDC",TRUE,FALSE,FALSE,1
"NUDCD1",TRUE,FALSE,FALSE,1
"NUDCD2",TRUE,FALSE,FALSE,1
"NUDCD3",TRUE,FALSE,FALSE,1
"NUDT11",TRUE,FALSE,FALSE,1
"NUDT15",TRUE,FALSE,FALSE,1
"NUDT17",TRUE,FALSE,FALSE,1
"NUDT19",TRUE,FALSE,FALSE,1
"NUDT21",TRUE,FALSE,FALSE,1
"NUDT3",TRUE,FALSE,FALSE,1
